,Score,Comment,Comment_after_2,output
3378,9.8,Suất cơm ngon rất đáng đồng tiền mình bỏ ra,suất cơm rất đáng đồng tiền mình bỏ ,1
3379,9.8,Hàng bác gầy đổi sang đối diện nhà 21 ngõ 2 Nguyễn Văn Ngọc các bạn nhé,hàng bác gầy đổi sang đối diện nhà ngõ nguyễn văn ngọc các bạn nhé,1
3380,7.4,"Đồng giá 2k 1 xiên. Ở đây khá đa dạng các loại, có những loại khá lạ ít nơi có ví dụ như tôm phô mai hoặc xúc xích ngô ăn khá lạ, nói chung là ngon. Ở đây có cả kem chanh 2k cốc nhỏ. Ăn cho đỡ ngấy khi ăn xiên, bác bán cũng thân thiện.",đồng giá xiên ở đây khá đa dạng các loại có những loại khá lạ ít nơi có ví dụ như tôm phô hoặc xúc xích ngô ăn khá lạ nói là  ở đây có cả cốc nhỏ ăn cho đỡ ngấy ăn xiên bác bán cũng thân thiện,0
3381,8.0,"Hầu như tuần nào cũng đóng họ đều đặn ở đây. Tất cả các xiên đều đồng giá 2k. Kem chanh có giá 2k và 5k. Nước ngọt đồng giá 5k/ cốc. 

 Có tất cả là 3 hàng xiên, 2 xe xiên và 1 chỗ ngồi ăn ở vỉa hè. Vì mới ăn 2 chỗ nên mình chỉ review được 2 hàng này thôi :

 Hầu như các loại xiên đều na ná giống nhau nên mình sẽ review 2 món 2 hàng khác nhau :
- Gà : 
 +) Cô béo : cô này bán sớm hơn, tẩm ướp đậm đà và ngon hơn. Gà không có sụn, toàn thịt là thịt thôi. Bonus hàng cô này nhiều loại xiên hơn.
 
 +) Bác gầy : qua vài lần điều chỉnh nêm nếm thì gà cũng vừa miệng hơn nhiều. Gà có miếng sụn, có miếng không. Ai thích ăn sụn thì ăn bên bác này là ok.

- Kem chanh : 
 +) Cô béo : có hôm ngon có hôm dở. Nói chung là tạm ổn, không đặc biệt.
 + ) Bác gầy : kem của bác này là đỉnh nhất, ngọt vừa phải, xúc phía giữa còn mềm mịn, không bị dăm đá. Siêu ngon 👍",hầu như tuần nào cũng đóng họ đều đặn ở đây tất cả các xiên đều đồng giá có giá và nước ngọt đồng giá cốc có tất cả là hàng xiên xiên và chỗ ngồi ăn ở vỉa hè vì mới ăn chỗ nên mình chỉ review được hàng này thôi hầu như các loại xiên đều ná giống nên mình sẽ review món hàng khác gà cô béo cô này bán sớm hơn tẩm ướp đậm đà và hơn gà khôngcó sụn toàn thịt là thịt thôi bonus hàng cô này nhiều loại xiên hơn bác gầy vài lần điều chỉnh nêm nếm thì gà cũng vừa miệng hơn nhiều gà có miếng sụn có miếng không thích ăn sụn thì ăn bên bác này là  cô béo có hôm có hôm dở nói là tạm ổn khôngđặc biệt bác gầy của bác này là đỉnh nhất ngọt vừa phải xúc phía giữa còn mềm mịn khôngbị dăm đá siêu thích,1
3382,8.0,"Quán cô mở tầm 10r đến 12h hơn mà từ 10r đã đông nghịt chưa kể buổi chiều thì đông ko còn chỗ đứng. Xiên cô rán gôm nào là mới hôm nấy ko hề bị chiên lại nhiều lần, dầu chiên cũng là dầu mới. Nóng hổi thơm ngon. Còm món kem chanh thì trên cả tuyệt vời , không bị lợ đường hoá học, chu chua ngọt ngọt mát lạnh. Chỉ có 1 điểm trừ ở khu cô bán là hôm nào mà gặp mưa thì xác định combo dính mưa s mùi dầu vì cô căng bạt nên bí hơi",quán cô mở tầm đến hơn mà từ đã đông nghịt chưa kể buổi chiều thì đông khôngcòn chỗ đứng xiên cô rán gôm nào là mới hôm nấy khônghề bị chiên lại nhiều lần dầu chiên cũng là dầu mới nóng hổi thơm  còm món thì trên cả tuyệt vời khôngbị lợ đường hoá học ngọt ngọt mát lạnh chỉ có điểm trừ ở cô bán là hôm nào mà gặp mưa thì xác định dính mưa mùi dầu vì cô căng bạt nên bí hơi,1
3383,7.6,"Ui món này là món tủ của học sinh sinh viên chúng mình lun
ai bảo độc hại thì đừng ăn chớ mình thì mình ăn hoài nè, chỉ là mỗi lần ăn bóp mồm bóp miệng xíu cho đỡ bếu thui
Quán này có cả kem chanh huỳn thoại nữa đó, các chế mỏ khoét chớ bỏ qua nha ^^",món này là món tủ của học viên chúng mình bảo độc hại thì đừng ăn chớ mình thì mình ăn hoài nè chỉ là mỗi lần ăn bóp mồm bóp miệng xíu cho đỡ bếu quán này có cả huỳn thoại nữa đó các chế mỏ khoét chớ bỏ ,1
3384,6.6,"Có tới 3 xe xiên que như thế này ở khu vực xung quanh trường thcs thăng long. Có hôm đi qua thấy 2 xe thôi mà hôm mình đi ăn, lại có thêm 1 cô nữa đứng đó rồi, đông khách kinh khủng. Mình ăn ở hàng đỡ đông nhất. Không chỉ có mỗi học sinh thcs thăng long mà còn cả học sinh cấp 3 trường phạm hồng thái nữa. Đôi khi cũng bon chen thấy ngại luôn, giá cả rẻ như những chỗ khác. Cô này bán đa phần là 2k 1 xiên. Có xiên 3k, 5k, xúc xích thì 10k. Dù dầu mỡ các thứ nhưng vẫn thích 😪",có tới xiên như thế này ở vực trường thcs thăng  có hôm đi thấy thôi mà hôm mình đi ăn lại có thêm cô nữa đứng đó rồi đông khách khủng mình ăn ở hàng đỡ đông nhất khôngchỉ có mỗi học thcs thăng mà còn cả học cấp trường phạm hồng thái nữa đôi cũng thấy ngại luôn giá cả rẻ như những chỗ khác cô này bán đa phần là xiên có xiên xúc xích thì dù dầu mỡ các thứ nhưng vẫn thích,0
3385,6.0,"Chả hiểu sao mấy cái que que xiên xiên này lại có sức hút kì lạ như thế, dẫu biết cũng chả có sạch sẽ gì cho cam )) Mình hay gọi đây là buffet vặt Thăng Long, vì tất cả các thể loại xiên lớn xiên bé xiên bố xiẻn con ở đây đều đồng giá 2k/ xiên. Ngoài xiên ra thì còn kem chanh siêu ngonn. Ở đây có 2 hàng, nhưng mình ha đóng họ ở hàng của cô béo hơn, quen mặt biết bao nhiêu năm ở cái xe này rồi, chưa biết bao giờ mới cai được. ))",chả hiểu mấy cái xiên xiên này lại có sức hút kì lạ như thế dẫu biết cũng chả có sạch sẽ gì cho mình gọi đây là vặt thăng vì tất cả các thể loại xiên lớn xiên bé xiên bố xiẻn ở đây đều đồng giá xiên ngoài xiên thì còn siêu  ở đây có hàng nhưng mình đóng họ ở hàng của cô béo hơn mặt biết nhiêu năm ở cái này rồi chưa biết giờ mới được,0
3386,7.8,"📍từ ng chí thanh rẽ ra đào tấn đoạn lotte center thì đi thẳng 1 đoạn. Đến cái ngõ to 1 bên cơ quan gì đó. 1 bên trường c2 thăng long màu vàng thì rẽ vào, phía bên phải nhaaa. Đi hết dãy nhà của trường thì rẽ trái típ. Nhìn thấy ngay 2 cái xe đạp show đầy ắp xiên que lun, mà thực ra thì mn đứng quây kín lun mà :)) cứ thấy lúc nhúc đông ng thì chính nó 

🍢🍡🍧ở đây phải nói là cực kì đa dạng các món😂😂 từ mặn đến ngọt mà từ nóng đến lạnh lunnn. Tiêu biểu phải kể đến nem chua rán, xúc xích, rau củ xiên, tôm xiên, lạp xưởng, hồ lô xiên, gà viên phomai,... món nào cũng ngon hết íii. Mà đặc biệt nhất là còn món cuốn, nghĩa là cuốn bất cứ loại nhân nào kể trên vs bánh tráng hay sao í và chiên lênn😍😝 truiui chs có thêm cái đấy thoy mà ngon hết xẩyy hehe. Tất cả đều ngon, zòn ngoài trong mềm và nóng hổi vì vừa đc rán lên xong mà, cẩn thận nóng bỏng mồm í :)) có 2 loại chấm là cay và cay ngọtt, cá nhân mình thích cay ngọt hơnn, làm thêm cốc coca nữa cho đỡ khô cổ )) rùi lại thêm cốc kem chanh mát lạnh buốt óc sóc não nàooo😱😍 truiui vẫn vị kem chanh đá bào đó từ xưa đến h k đổi. Tuyệt đến chết đi đc mất ))

💲2k/xiên cho tất cả các loại
 5k/cốc coca
 2k/cốc kem nhỏ và 5k/cốc kem toa nhaa :3 
Bt mình ăn hết 100k/mình cũng đc í😂😂 tại ngon quá huhu mà đáng lẽ là 1ng 50k đã là quá đáng rùiii. Kiểu đọc số lượng xiên để tính tiền xong ngại vcđ ))

💁ở đây có 2 hàng cơ. Nhg mình đặc biệt thích hàng ngoài hơn. Có lẽ vì tiện và bác bán hàng cũng cực đáng iuu lun íii😍😍 dễ thương cực, mà bác cũng nc vui, kiểu xởi lởi nữa cơ. Nên là quý bác lắm, mới ăn 1l mà lần t2 quay lại bác vẫn nhớ tuii😭😭thả tiêmmm",từ người chí rẽ đào tấn đoạn thì đi thẳng đoạn đến cái ngõ bên cơ quan gì đó bên trường thăng màu vàng thì rẽ vào phía bên phải  đi hết dãy nhà của trường thì rẽ trái típ nhìn thấy cái đạp đầy ắp xiên mà thực thì mọi người đứng quây kín mà cứ thấy lúc nhúc đông người thì chính nó ở đây phải nói là cực kì đa dạng các móncười cười từ mặn đến ngọt mà từ nóng đến lạnh lunnn tiêu biểu phải kể đến rán xúc xích củ xiên tôm xiên lạp xưởng hồ lô xiên gà viên  món nào cũng hết íii mà đặc biệt nhất là còn món cuốn nghĩa là cuốn bất cứ loại nhân nào kể trên với bánh tráng í và chiên lênncười truiui chẳng hiểu có thêm cái đấy thôi mà hết xẩyy  tất cả đều zòn ngoài mềm và nóng hổi vì vừa được rán lên mà cẩn thận nóng bỏng mồm í có loại chấm là và ngọtt cá nhân mình thích ngọt hơnn làm thêm cốc nữa cho đỡ khô cổ rùi lại thêm cốc mát lạnh buốt óc sóc não nàooo cười truiui vẫn vị đá bào đó từ xưa đến khôngđổi tuyệt đến chết đi được mất xiên cho tất cả các loại cốc cốc nhỏ và cốc mình ăn hết mình cũng được ícười cười tại quá mà đáng lẽ là đã là quá đáng rùiii kiểu đọc số lượng xiên để tính tiền ngại vãi cả đái ở đây có hàng cơ mình đặc biệt thích hàng ngoài hơn có lẽ vì tiện và bác bán hàng cũng cực đáng íiicười cười dễ thương cực mà bác cũng kiểu xởi lởi nữa cơ nên là quý bác lắm mới ăn mà lần lại bác vẫn nhớ tuii thả tiêmmm,1
3387,7.4,"🧀 Vị trí: Không nằm ngay trước cổng trường như bên Giảng Võ mà lại nằm ngay sát bờ tường bên cạnh trường. Thế có vẻ tiện hơn một tí vì không sợ bị đuổi như bên Xuân Thuỷ
🧀 Phục vụ: cô bán hàng vui vẻ, xởi lởi lắm
🧀 Chất lượng: Xiên que thì cá nhân mình thấy bên Xuân Thuỷ có nhỉnh hơn một tẹo cơ mà ở đây vẫn ngon 👍🏼 thường thì cô rán xong thì ăn luôn nên cũng không có xiên nào bị nguội quá cả, chỉ hơi âm ấm thôi. Xiên khá đa dạng, có nhiều loại nhưng mình thích cá viên nhất. Tương ớt ngọt ngọt cực dễ ăn 
🧀 Giá cả: 2k/xiên",vị trí khôngnằm trước cổng trường như bên giảng võ mà lại nằm sát bờ tường bên cạnh trường thế có vẻ tiện hơn một tí vì khôngsợ bị đuổi như bên xuân thuỷ phục vụ cô bán hàng vẻ xởi lởi lắm chất lượng xiên thì cá nhân mình thấy bên xuân thuỷ có nhỉnh hơn một tẹo cơ mà ở đây vẫn thích thường thì cô rán thì ăn luôn nên cũng khôngcó xiên nào bị nguội quá cả chỉ hơi âm ấm thôi xiên khá đa dạng có nhiều loại nhưng mình thích cá viên nhất tương ớt ngọt ngọt cực dễ ăn giá cả xiên,0
3388,6.6,"Quán ăn quen thuộc của học sinh Thăng Long cũng như các trường quanh đấy. Thực ra hồi học ở đấy cứ chê bẩn nhưng ra trường lâu rồi lại chăm về đây ))) lâu lâu làm chục xiên thêm cốc trà sữa 10k dù chẳng bổ béo gì

Hồi trước bác đứng ngay cổng trường nhưng bây h không được bán nữa thì bác bán sau trước cũng gần đấy lắm

Trong năm học bác bán cả ngày nhưng nghỉ hè chỉ bán chiều thôi. Gần đấy có quán bán cả trà chanh, trà sữa trà đào , .. rẻ lắm nhé trà chanh có 8k mà pha có tâm lắm

2k / xiên",quán ăn thuộc của học thăng cũng như các trường đấy thực hồi học ở đấy cứ chê bẩn nhưng trường lâu rồi lại chăm về đây lâu lâu làm chục xiên thêm cốc trà sữa dù chẳng bổ béo gì hồi trước bác đứng cổng trường nhưng bây khôngđược bán nữa thì bác bán trước cũng gần đấy lắm năm học bác bán cả ngày nhưng nghỉ hè chỉ bán chiều thôi gần đấy có quán bán cả trà trà sữa trà đào rẻ lắm nhé trà có mà có tâm lắm xiên,0
3389,6.6,"Xiên que tự chọn 🍡🍢🍡Quán xiên que sau THCS Thăng Long nổi tiếng luôn nè
 
2k/xiên thui ăn bao nhiêu cũng k đủ luônn, ngon lắm yyyy. Dù ai cũng bảo ăn vào là bẩn với ung thư huhu :( 

Bác bán hàng thì chiều khách lém đi ăn lâu là bác nhớ mặt hôm nào quên tiền ăn nợ được luôn👌🏽

So anyway mình thích xiên tôm nhất hehe (kbiet nó làm từ cái giè🤓)",xiên tự chọn quán xiên thcs thăng nổi tiếng luôn nè xiên ăn nhiêu cũng khôngđủ luônn lắm yyyy dù cũng bảo ăn vào là bẩn với thư bác bán hàng thì chiều khách lém đi ăn lâu là bác nhớ mặt hôm nào quên tiền ăn nợ được luônthích mình thích xiên tôm nhất kbiet nó làm từ cái giè,0
3390,7.0,"Lần đầu đến ăn đây thì vào buổi tối nên không đông lắm đâu, mua 50 cây mang đi cô bán vèo vèo
Lần sau đến là buổi chiều lúc tan tầm thì quá là đông luôn ấy, mãi mới mua được.

Không gian: ngay cạnh cổng trường nên khá đông học sinh, có khoảng 2, 3 cô bán nữa cơ

2k/1 xiên khá đa dạng với nem, xúc xích, chả cá, tôm viên các loại, 2 loại tương chấm là ngọt và cay.
Nói chung lâu lâu ăn khá ổn vì vừa đứng vừa ăn khá vui nhưng hơi nhiều dầu mỡ nên lâu lâu mới dám đến ăn

Các cô bán hàng khá vui vẻ nhé, mà ăn thì nhớ dắt xe lên vỉa hè nhé",lần đầu đến ăn đây thì vào buổi tối nên khôngđông lắm đâu cây đi cô bán vèo vèo lần đến là buổi chiều lúc tầm thì quá là đông luôn ấy mãi mới được khôngcạnh cổng trường nên khá đông học có khoảng cô bán nữa cơ xiên khá đa dạng với xúc xích chả cá tôm viên các loại loại tương chấm là ngọt và  nói lâu lâu ăn khá ổn vì vừa đứng vừa ăn khá nhưng hơi nhiều dầu mỡ nên lâu lâu mới dám đến ăn các cô bán hàng khá vẻ nhé mà ăn thì nhớ dắt lên vỉa hè nhé,0
3391,6.2,"Ăn bao nhiêu thứ cũng chán, ấy vậy mà đứng trước hàng xiên que tự chọn này, xơi hẳn 10 xiên vẫn thấy chưa đủ ))) thỉnh thoảng ko vào hàng quán sang chảnh nữa, đứng 1 góc đường ăn cốc kem chanh, xiên que linh tinh mà hay phết. Kem chanh ở đây hơi nhạt, được cái rẻ, 2k cho size bé, 5k cho size to. Còn xiên que thì đồng giá 2k hết, ăn bét nhè. Vừa ăn vừa nói chuyện với cô bán hàng, nghe cô kể có đứa ăn 1 mình mà hết 40 xiên @@ cũng hơi hoảng hốt chút nhưng rồi vẫn bình tĩnh ăn thêm được vài xiên nữa )) cô bán từ t2-t7 nhé; mà địa chỉ 46a nguyễn văn ngọc là ko chuẩn đâu, có 3 hàng xiên que kiểu như thế này nhưng mà ở ngõ 81 linh lang ngay sau trường thcs thăng long nha. Khoản vệ sinh thì mọi người tự hiểu là nên nhắm mắt cho qua rồi nhé ))",ăn nhiêu thứ cũng chán ấy vậy mà đứng trước hàng xiên tự chọn này xơi hẳn xiên vẫn thấy chưa đủ thỉnh thoảng khôngvào hàng quán sang chảnh nữa đứng góc đường ăn cốc xiên mà phết ở đây hơi nhạt được cái rẻ cho bé cho  còn xiên thì đồng giá hết ăn bét nhè vừa ăn vừa nói chuyện với cô bán hàng cô kể có đứa ăn mình mà hết xiên cũng hơi hoảng hốt chút nhưng rồi vẫn bình tĩnh ăn thêm được vài xiên nữa cô bán từ nhé mà địa chỉ nguyễn văn ngọc là khôngchuẩn đâu có hàng xiên kiểu như thế này nhưng mà ở ngõ trường thcs thăng  khoản vệ thì mọi người tự hiểu là nên nhắm mắt cho rồi nhé,0
3392,8.0,"Đia điểm: gần trường cấp 2 thăng long phố nguyễn văn ngọc. Đi từ đào tấn vào sẽ dễ tìm hơn là đầu phan kế bính.
Siêu rẻ nhé, 2k cốc nhỏ và 5k cốc to, cốc to có khi ăn 3 người mới hết:))) hàng này còn nổi tiếng với các loại que xiên 19 món và tất cả đều đồng giá 2k. Hương vị thì bao năm qua vẫn thế, không có gì thay đổi hết. Bác chủ bán hàng dễ thương phết. Đoạn này có 2 bác bán món này, sáng bán từ tầm 9h30 còn chiều thì từ tầm 3h30.",đia điểm gần trường cấp thăng phố nguyễn văn ngọc đi từ đào tấn vào sẽ dễ tìm hơn là đầu kế bính siêu rẻ nhé cốc nhỏ và cốc cốc có ăn người mới hết hàng này còn nổi tiếng với các loại xiên món và tất cả đều đồng giá hương vị thì năm vẫn thế khôngcó gì đổi hết bác chủ bán hàng dễ thương phết đoạn này có bác bán món này sáng bán từ tầm còn chiều thì từ tầm,1
3393,6.8,"✅Không gian:
Cô dạo này chuyển vào phía mé trong của THCS Thăng Long, thỉnh thoảng mới ra vị trí cũ vì có cảnh sát đuổi.

✅ Food & drink:
Các loại xiên que đa dạng và nóng hổi lắm nè, mình thích ăn ớt ngọt hơn là ăn ớt cay. Ăn xong mấy cái xiên nóng rồi ăn kem chanh thì phê cơ mà có hại cho men răng.

✅ Dịch vụ: 
Cô ấy luôn dễ thương và thân thiện như vậy. Để xe hơi ngại tí vì các em ra ăn ko có ý thức cứ để bừa ra.

✅ Giá cả:
Đồng giá 2k/xiên, kem chanh 3-5k còn coca là 5k.",khôngcô dạo này chuyển vào phía mé của thcs thăng thỉnh thoảng mới vị trí cũ vì có cảnh sát đuổi các loại xiên đa dạng và nóng hổi lắm nè mình thích ăn ớt ngọt hơn là ăn ớt  ăn mấy cái xiên nóng rồi ăn thì phê cơ mà có hại cho răng dịch vụ cô ấy luôn dễ thương và thân thiện như vậy để hơi ngại tí vì các ăn khôngcó ý thức cứ để bừa  giá cả đồng giá xiên còn là,0
3394,7.6,"1️⃣ vị trí : ngay sát cạnh trường luôn ý ạ , nên hồi còn học sáng hay lết sang ăn lắm luôn ý .chỗ để xe ở ngay trên vỉa hè ạ . Lúc đông thì gần như còn chả có chỗ để luôn ý ah 😭😭
2️⃣ không gian thì chả có cái gì cả 😂😂 có mỗi một cái xe , còn bạn nào ăn thì đứng ăn hoặc là mua đồ ra xe ngồi ăn thôi , mình thì hay mua rồi ra xe ngồi tại ở đây đông lắm ý ạ .
3️⃣ có nhiều loại xiên lắm ạ , xiên cũng khá ngon so với nhiều quán khác m đã từng ăn . Thích nhất là cái cá viên tròn tròn ý ạ , có chấm đầy đủ ạ 🎈❤️",vị trí sát cạnh trường luôn ý ạ nên hồi còn học sáng lết sang ăn lắm luôn ý chỗ để ở trên vỉa hè ạ lúc đông thì gần như còn chả có chỗ để luôn ý à khôngthì chả có cái gì cả cười cười có mỗi một cái còn bạn nào ăn thì đứng ăn hoặc là đồ ngồi ăn thôi mình thì rồi ngồi tại ở đây đông lắm ý ạ có nhiều loại xiên lắm ạ xiên cũng khá với nhiều quán khác đã từng ăn thích nhất là cái cá viên tròn tròn ý ạ có chấm đầy đủ ạ yêu,1
3395,7.4,"✅ Vị trí: 
Gần trường mình nên hay lê la sang đây ăn. Chỗ để xe ở đây hay bị đông đúc và chật chội do quá tải người, nhiều khi mình cứ đỗ tràn ra đường rồi đứng ăn luôn ở đấy cho tiện.

✅Không gian:
Quán vỉa hè nên không đòi hỏi gì nhiều. Cũng ít bụi vì cung đường khá nhỏ nên không có hiện tượng khó bụi mù mịt hay quá lộ thiên.

✅ Food & drink:
🍡Nhiều loại chả xiên mực xiên, xúc xích. Cá nhân mình thích nhất cá viên xiên, đôi khi nó vừa là cá viên vừa là mực.
🍹Ăn đồ nóng rồi làm cốc kem chanh cứ gọi là phê pha ý ạ, kem chanh của bác này không có siro dâu đâu nhưng ăn vẫn mát mẻ ngon nghẻ.
🍧 Coca cola không bị pha loãng mà là loại mua từ tạp hoá ra loại chai 1 lít luôn, chứ không như các hàng khác có pha nước lọc cho loãng.

✅ Dịch vụ: 
Bác bán hàng là bác gầy hơn, của bác đó làm ngon hơn mà chất lượng hơn. 

✅ Giá cả:
Đồng giá 2k tất cả, có món kem chanh hay coca là 3k thôi.",vị trí gần trường mình nên lê sang đây ăn chỗ để ở đây bị đông đúc và chật chội quá tải người nhiều mình cứ đỗ tràn đường rồi đứng ăn luôn ở đấy cho tiện khôngquán vỉa hè nên khôngđòi hỏi gì nhiều cũng ít bụi vì đường khá nhỏ nên khôngcó hiện tượng khó bụi mù mịt quá lộ thiên nhiều loại chả xiên mực xiên xúc xích cá nhân mình thích nhất cá viên xiên đôi nó vừa là cá viên vừa là mực ăn đồ nóng rồi làm cốc cứ gọi là phê ý ạ của bác này khôngcó siro dâu đâu nhưng ăn vẫn mát mẻ nghẻ khôngbị loãng mà là loại từ tạp hoá loại lít luôn chứ khôngnhư các hàng khác có nước lọc cho loãng dịch vụ bác bán hàng là bác gầy hơn của bác đó làm hơn mà chất lượng hơn giá cả đồng giá tất cả có món là thôi,0
3396,7.4,"Hôm nay qua đây ăn xiênnnn. Mùa này ít chỗ bán hơn hẳn mùa lạnh. May àm các cô còn thương mà làm nên mới có cái ăn 😅
Mình thấy ăn ở đây tạm được. K được ngon như bên trường Kim Liên nhưng đứng ăn vặt mấy xiên cũng khá là hay 😅. Mình đến hơi muộn nên bị càn quét hết mất rồi. Còn có mỗi xúc xích bọc bột, nem chua, xiên mực và xiên tôm thôi 😢. Thế là ăn được có mỗi tý. Mà xiên của hàng cô này k ngon. Cứ bị mềm quá í. Với ớt kiểu này ăn hơi ngấy. Mình thích hàng nào có cái ớt lỏng lỏng cay cay giống chấm nem chua cơ. Ăn cái đó ngon hiwn hẳn luôn 😅. Giá thì khá rẻ. Có 2k mọi loại xiên thôi nha 😚",hôm đây ăn xiênnnn mùa này ít chỗ bán hơn hẳn mùa lạnh àm các cô còn thương mà làm nên mới có cái ăn mình thấy ăn ở đây tạm được khôngđược như bên trường liên nhưng đứng ăn vặt mấy xiên cũng khá là  mình đến hơi muộn nên bị càn quét hết mất rồi còn có mỗi xúc xích bọc bột xiên mực và xiên tôm thôi khóc thế là ăn được có mỗi tý mà xiên của hàng cô này không cứ bị mềm quá í với ớt kiểu này ăn hơi ngấy mình thích hàng nào có cái ớt lỏng lỏng giống chấm cơ ăn cái đó hiwn hẳn luôn giá thì khá rẻ có mọi loại xiên thôi thích,0
3397,7.8,Ở đây cái gì cũng 2k 1 xiên ăn nóng hổi còn có cả kem chanh thần thánh nữa,ở đây cái gì cũng xiên ăn nóng hổi còn có cả thần thánh nữa,1
3398,8.6,"Quán này khá gần nhà nên khi nào ko có phụ huynh ở nhà là lại ra mua nem nướng về choén.

Nem nướng ở đây ngon nhất trong những nơi mình từng ăn. 1 suất 58k đc 8 chiếc nem nướng béo ú đầy đặn, ram cũng to chà bá luôn, nước chấm ở đây cũng rất đặc biệt màu vàng cam và đậm vị hơn các nơi khác. Giá có thể đắt hơn so với những quán nem nướng Nha Trang khác nhưng chất lượng phải nói là best luôn. )))
Cơm rang dưa bò cũng cực ngon, cơm rang chuẩn kiểu 1/2 cháy, 1/2 thường, cơ mà mình thấy hơi đắt vì ít bò ít cả dưa luôn.",quán này khá gần nhà nên nào khôngcó phụ ở nhà là lại nướng về choén nướng ở đây nhất những nơi mình từng ăn suất được chiếc nướng béo ú đầy đặn cũng chà bá luôn nước chấm ở đây cũng rất đặc biệt màu vàng và đậm vị hơn các nơi khác giá có thể đắt hơn với những quán nướng khác nhưng chất lượng phải nói là luôn cơm dưa bò cũng cực cơm chuẩn kiểu cháy thường cơ mà mình thấy hơi đắt vì ít bò ít cả dưa luôn,1
3399,7.2,"Nem nướng Nha Trang khá ngon, ưu điểm rất nhiều rau sống, đồ cuốn kèm. Cả ăn tại hàng và order về đều đầy đặn.
Sốt chấm nóng ấm.
Giá hợp lý.
Mình cũng gọi thêm cơm rang và miến xào. Hạt cơm khá dẻo, ăn cũng ngon.",nướng khá ưu điểm rất nhiều sống đồ cuốn kèm cả ăn tại hàng và về đều đầy đặn sốt chấm nóng ấm giá hợp lý mình cũng gọi thêm cơm và miến xào hạt cơm khá dẻo ăn cũng ,0
3400,7.2,"Đây là quán nem nướng cơ sở 2 thì phải.
Mình đặt 2 suất nem nướng Nha Trang qua Deli, do khu vực Hà Đông hơi ít Deli nên mình phải chờ lâu mới có người nhận đơn.
Nem nướng Nha Trang thì khá là đắt, nhưng mình thấy ăn rất ngon, nem nướng thơm, hấp dẫn, các loại rau ăn kèm nhiều, tươi, sạch. Đặc biệt nhất là nước chấm ở đây kiểu ngọt nhẹ giống vị miền trong. 1 suất thì 1 người ăn no phè luôn. Lâu lâu cuối tuần ăn món này cho nhẹ bụng",đây là quán nướng cơ sở thì phải mình đặt suất nướng vực hà đông hơi ít nên mình phải chờ lâu mới có người nhận đơn nướng thì khá là đắt nhưng mình thấy ăn rất nướng thơm hấp dẫn các loại ăn kèm nhiều tươi sạch đặc biệt nhất là nước chấm ở đây kiểu ngọt nhẹ giống vị miền  suất thì người ăn phè luôn lâu lâu cuối tuần ăn món này cho nhẹ bụng,0
3401,8.8,"Mình phải vote nem nướng Nha Trang ở đây để mọi người đến ăn nhiều vào, ko lỡ ít khách quá quán đóng mất là ko có chỗ vừa ngon vừa gần để đến nữa. 
Ngày xưa thích nem nướng Nha Trang quán Nông Dân ở Nguyễn Trãi. Rồi quán ấy đóng cửa, chỉ còn cơ sở tận Hoàng Quốc Việt xa tít mù. Giờ thì có nem nướng Xuân Dần bù đắp rồi!",mình phải nướng ở đây để mọi người đến ăn nhiều vào khônglỡ ít khách quá quán đóng mất là khôngcó chỗ vừa vừa gần để đến nữa ngày xưa thích nướng quán nông dân ở nguyễn trãi rồi quán ấy đóng cửa chỉ còn cơ sở tận hoàng quốc việt tít mù giờ thì có nướng xuân dần bù đắp rồi,1
